name,image,class,class type,subclass,magic,tags,durability,strength,range,arrows,defense,defense_upgrade_lvl1,defense_upgrade_lvl2,defense_upgrade_lvl3,defense_upgrade_lvl4,bonus,description,selling_price,bonus_set,upgrade_1,upgrade_2,upgrade_3,upgrade_4,armor_upgrade,where_to_find,notes
Cap of the Wild,BotW_Cap_of_the_Wild_Icon.png?version=0c88d641811116dc2e08b4c510bf8ec8 (https://v5.airtableusercontent.com/v3/u/35/35/1731434400000/kQCGMKA2EYF1qT76FLqztg/K5yBT0qyPi6GRzAYNUxGa9J-bFuJN50VZWQnh44E5mvit-Fwa_lPn3dCzoJsXuR0m51ZhRSYEz-tFAvstdxprOxiy0CU8u-N_15GIfZJNSqXDVEdQyDBYMh4twTfB1nsm4nG7yU7ZD65L-ad-rMy-HNSwV5Vcg1u8Z1ntnpXmgQ/IFA0zy3DjM6vXycuMOROW4YyMUKPzfTxaIV1HxC7N7I),Armor,Wild,Head,,,,,,,4,7,12,18,28,,"According to legend, this cap was crafted for a hero who travels the wild lands. Wearing it just feels so right.",125,Master Sword Beam,"Acorn x10, Farosh's Scale x2","Courser Bee Honey x5, Farosh's Claw x2","Energetic Rhino Beetle x5, Farosh's Fang x2","Star Fragment x1, Farosh's Horn x2","Acorn,Farosh's Scale,Courser Bee Honey,Farosh's Claw,Energetic Rhino Beetle,Shard of Farosh's Fang,Star Fragment,Shard of Farosh's Horn",Find all 120 Shrines,
Cap of the Wind,BotW_Cap_of_the_Wind_Icon.png?version=8faa79dfee6b4b017270746eec8d7cca (https://v5.airtableusercontent.com/v3/u/35/35/1731434400000/BKVNfAJWegQngzimiE9_CA/k5Y6hdO5aEfdyHntuN_1dJG-kUTMhAqTMQF8we_dCVUr5-CJK8uO2cOepdcigHbBhV9i5iRi4sAXhfSKaGBc7saO5jVOCtCWhWxRRaYeQ17So2rFFMhdZd9PnEB2DItzDfZ1HJuQ4uN9ma2jirLCvKz63JzMgkZtbTOldwQhv2U/jeJNwgJsP1ENAUus9nBNCX3bEm57Ov77xqBOmp4KRD8),Armor,Wind,Head,,,,,,,3,5,8,12,20,,"According to legend, this cap was treasured by a hero who traveled the Great Sea. It flaps quite serenely in a soft sea breeze.",125,Master Sword Beam,"Opal x3, Star Fragment x1","Opal x5, Star Fragment x3","Opal x15, Star Fragment x3","Opal x30, Star Fragment x4","Opal,Star Fragment",Amiibo - Toon/WW Link,
Cap of the Sky,BotW_Cap_of_the_Sky_Icon.png?version=21d7d3bb23cb7cc2cf58f6fc315d6f1f (https://v5.airtableusercontent.com/v3/u/35/35/1731434400000/PY-0Ubj0_ygHMOY--QHmfw/vAYIACKb_DOlGVobyVk0Qnl_twA19RkI2rJ9nm3lGZKant8Nr9sRNBl9pHPmXqFeNcFPZqqI9Rakr1-vaF_H_lm_NJfOiCMf9aLeZkYeKReWWSC4FZs0jz76JYL1VwTpzup9ApZHjNKlWFgVtjW0rntghpYulz1KLocqmCnuRpQ/tg8R3JGrO9JaOepCNCVQp-17D10l81dZ4BvTs_QkxF8),Armor,E Sky,Head,,,,,,,3,5,8,12,20,,"According to legend, this cap was once worn by a hero who appeared from the sky riding a mighty bird. Perfect for those who long to take to the skies.",125,Master Sword Beam,"Sapphire x1, Star Fragment x1","Sapphire x3, Star Fragment x2","Sapphire x5, Star Fragment x3","Sapphire x10, Star Framgnet x4","Sapphire,Star Fragment",Amiibo -,
Cap of Time,BotW_Cap_of_Time_Icon.png?version=9a5a064c3df79045ac709abedfdc1e70 (https://v5.airtableusercontent.com/v3/u/35/35/1731434400000/qylU5tiEJ1QYOG6-qCln_A/3I7Hk5K_kHRoQfemoKoE0QGJQIIpcXQsRg7egrRr_YPBv96KhquW8y1dZ8LoC3Iw7CaAMzoEdxsxKlaaPAX4tPtFRRkZR7cbYL3luE19p-ejAoUXRLZDZeXELfvNh-bHsNH2pwLW7kWfMlA676uxjqS_FxQPh9uuYIBjJh70c8M/9IOMf-HMevO8t6JPuKeQ7ryHQAlVtofVlGI18cvUxcI),Armor,Time,Head,,,,,,,3,5,8,12,20,,"According to legend, this cap was once worn by a hero who traveled through time. A truly timeless item perfect for kids and adults alike!",125,Master Sword Beam,"Amber x3, Star Fragment x1","Amber x5, Star Fragment x2","Amber x15, Star Fragment x3","Amber x30, Star Fragment x4","Amber,Star Fragment",Amiibo - Ocarina of Time,
Cap of Twilight,BotW_Cap_of_Twilight_Icon.png?version=906cade7c9a063597650925e2cbbb546 (https://v5.airtableusercontent.com/v3/u/35/35/1731434400000/ceWA0WgclmXIGr7d_-SpJg/b-SF11YkBX9tB5bL1F97z_c1gvAZ-yZUn8AVdBNeZBT7hxDh0UlMZ2SrqJHLM_vBw3EXMj2wSBDdNdu0q89WEO4XE29-ma1ylDsaS6M4hch_wcggs4GpxH5v_VpQ8xdHQUE0qk_Vxu4YbvuhAztlMddv3w7XodOKlsp9_czoKlo/9r7buc49wh6bnPm7vUfFxlNFwYXur6Z3pU2I9GvHBNY),Armor,Twilight,Head,,,,,,,3,5,8,12,20,,"According to legend, this cap was once worn by a hero who battled the monsters of twilight. For one reason or another, it seems to smell of some beast...",125,Master Sword Beam,"Topaz x3, Star Fragment x1","Topaz x5, Star Fragment x2","Topaz x15, Star Fragment x3","Topaz x30, Star Fragment x4","Topaz,Star Fragment",Amiibo - SSB Link ,
Climber's Bandanna,BotW_Climber%27s_Bandanna_Icon.png?version=bc0e2e80b1f2f338735d582d56aa9046 (https://v5.airtableusercontent.com/v3/u/35/35/1731434400000/SQ48hXwokYFrDxkTFlHuyg/AuMm393SWuco02XyW9Nn7xhPxsTQi9cVjySVinv24QLwAFjrDnBX1MwCfbcPfvjUACQXXawMVYFCsYoBOSm8iAPSdCVegI_qihzwD-wfH81c5EFMUvPjn5-oEAO2wQPuPja3UI8R0jMJWQERqmwXP88W0X-ZUX8dPUmcmocxdhPs30XekmMBQFxwCVxDS2Yf/Q4JqGBPlgUyUlc0eo17eS35CtDpR-UKInGHzo-PE9Qs),Armor,Danna,Head,,,,,,,3,5,8,12,20,Climb Speed,"It may look like a regular bandanna, but it's actually infused with ancient technology that enhances core strength to improve your climbing ability.",600,Climb Stamina,"Keese Wing x3, Rushroom x3","Electric Keese Wing x5, Hightail Lizard x5","Ice Keese Wing x5, Hot-Footed Frog x10","Fire Keese Wing x5, Swift Violet x15","Keese Wing,Rushroom,Electric Keese Wing,Hightail Lizard,Ice Keese Wing,Hot-Footed Frog,Fire Keese Wing,Swift Violet",Shrine - Ree Dahee,
Dark Hood,BotW_Dark_Hood_Icon.png?version=c09e2434172de76a3fcf44cd35c39e96 (https://v5.airtableusercontent.com/v3/u/35/35/1731434400000/llM8OrM2NEViHMITxpfCfQ/Goj-5xfX_XW1ATs4QY_-zIhRzMPI827iRaynFTT20ajofwbMio6GjbdW623ZL9Ba8N-mdMkAUQ51aSasnoLRtWYNpSIJzLBvhy2zy6GftfnixUUvMUUkkzhW0AGeYGqc-__8IAtUAKRkgEkmNogNk4sh1dQ5ohdMFn_C4w4-yQI/MJDBQ_0NucZU8rU7oIWVFyMX71k26UWBjMWihpGh9I0),Armor,Hood,Head,,,,,,,3,,,,,,This headgear is the product of Kilton's monster research. He crafted it with a monster born from the shadows in mind. The eyes glow an eerie red in the dark.,9,Night Speed,,,,,,Kilton's Shop,
Desert Voe Headband,BotW_Desert_Voe_Headband_Icon.png?version=721b8d03ede839b0ff3385d5106ec10d (https://v5.airtableusercontent.com/v3/u/35/35/1731434400000/gw99uTY3aKjd8_n_m1bv7A/ky2HXfRqLY-Zsin_oyKwU7E1d6YBRvuBJ9XYu6lAahkGu-jFYAJyyZgoHXT5XfZFBDp7VmhHTMegV_1i8NWFWrg-XJlMgULg6vUt1Zit4H7Wc_TavExnOdXbM32ARYwzgg1nqcLcM-8M9FRdxzAwdl_hgLXW86LivoL9dQxLWqKuEoGr28aIEHPUobtgzjrM/p0WoOcvXP4zDJAWGHl_al0elSz6Uf1uhB4DNskpQNng),Armor,Headband,Head,,,,,,,3,5,8,12,20,Heat Resist,"Gerudo armor for males. Contains sapphire, which harnesses the power of ice to make the heat more bearable.",115,Shock Resistance,White Chuchu Jelly x3,"White Chuchu Jelly x5, Ice Keese Wing x3","Ice Keese Wing x8, Icy Lizalfox Tail x3","Icy Lizalfos Tail x10, Sapphire x5","White Chuchu Jelly,Ice Keese Wing,Lizalfos Tail,Sapphire",Gerudo Secret Club,
Diamond Circlet,BotW_Diamond_Circlet_Icon.png?version=b1fcca3eeef51cd444d258f11612d1ff (https://v5.airtableusercontent.com/v3/u/35/35/1731434400000/ceCWqTjcKZvjIPtkC6e_Jw/JwR_rj992SmcJNefa7g-lXIKN_d8rajj1j_YTQlQ86sFNV_9QecUdpHTl8UmG_B_FJ7JOqcZNH_ala5Dqx2MDPwH2i7xr485TO20CB_8hcRgTMtTZpmmgiQuQKAXkL8irfPNvySJdxiAWH788jbaqH7z2dwLO75mRLynPVx8VxQ/thXsljV4VXKSOAGmiKeb95133_P3CA5YlO3tQzE_C8w),Armor,Circlet,Head,,,,,,,4,7,12,18,28,Guardian Resist,"A luxurious headpiece sold at Gerudo jewelry shops. It's decorated with a diamond, which harnesses the power of light to reduce damage received from ancient enemies.",375,,"Diamond x2, Flint x3","Diamond x4, Flint x3","Diamond x6, Star Fragment x1","Diamond x10, Star Fragment x1","Diamond,Flint,Star Fragment",Gerudo Secret Club,
Fierce Deity Mask,BotW_Fierce_Deity_Mask_Icon.png?version=8cb0e4cd3a80cbd2860f13e3b56517ac (https://v5.airtableusercontent.com/v3/u/35/35/1731434400000/juaw-JWq-1_WNe8gT2ss9w/SqfDTp38nIfLmxY7K6nZDgIJhD1Ikf7MauBo22Ejr-BomfCzh3wJkTIoIUSQY7RKztfcv79aapCKr51-Q2YRAYdenFXhVivQoCZ-KRxy-ZRaqp2h0EX7duFY_mA_A6F6u8S3XdDX22ydRjdbzKYRhfAycfR6UU3Ym12kNTc8oEh_DvB5N3hbActaG_r1o9aa/Y3VmtVUqogXfejk6UJuZt46pkWVahDwrPPn_sQl4Dt4),Armor,Mask,Head,,,,,,,3,5,8,12,20,Attack,"Legends say this mask was once worn by a hero from a world in which the moon threatened to fall. It looks scary, but wearing it offers fierce, godlike power.",125,Charge Attack Stamina,"Hinox Toenail x5, Dinraal's Scale x1","Hinox Tooth x5, Dinraal's Claw x1","Hinox Guts x5, Shard of Dinraal's Fang x1","Lynel Guts x5, Shard of Dinraal's Horn x1","Hinox Toenail,Naydra's Scale,Hinox Tooth,Naydra's Claw,Hinox Guts,Shard of Naydra's Fang,Lynel Guts,Shard of Naydra's Horn",Amiibo -,
Flamebreaker Helm,BotW_Flamebreaker_Helm_Icon.png?version=ad61c438683808adaee015e95ee92046 (https://v5.airtableusercontent.com/v3/u/35/35/1731434400000/0_nG7urIQoSNdOLJ62Ns9A/5-Fxhe6oL8NNvYUVV5-qRpMOr52qkxFLMZ5KY_5ocNejPWedkXujVHLdH7YptlQh6bE3JyzzetqRdHrGQHEDUbyG21tXyz5vG6cx7EOwQJDWmmvKwo9fGgwNSEfm8T3Uc78DVQBGTRbbzT2RsrdDodvTAJNL86wur1izeXVN5puV9Tamoy-4tBSYPtNQwg9f/pkx-ZZEpbgmtje8aN2N_DBF6g2wAOeHHWC3Uhd73AO0),Armor,Helm,Head,,,,,,,3,5,8,12,20,Flame Guard,"Stone headgear made by Goron craftsmen to protect tourists visiting Goron City. As if its flame resistance isn't enough of a selling point, it also covers your entire head!",500,Fireproof,"Fireproof Lizard x1, Moblin Horn x2","Fireproof Lizard x3, Moblin Fang x4","Smotherwing Butterfly x3, Moblin Guts x3","Smotherwing Butterfly x5, Hinox Guts x2","Fireproof Lizard,Moblin Horn,Moblin Fang,Smotherwing Butterfly,Moblin Guts,Hinox Guts",Goron City,
Gerudo Veil,BotW_Gerudo_Veil_Icon.png?version=e1b02bf9a3ac68da882bd67a88fd7e70 (https://v5.airtableusercontent.com/v3/u/35/35/1731434400000/fmnomBi1Fq6qKs33eUCOfQ/UJiIKXOiBFkEes77MgklXwc6Hok6Af93LMaP2ucZA3AuTmuDYsBH7vpA1jepKCZZCTp8mAk6gaTbPSj0IN1sRciQW7TltX1_HzE8z8FrPODBf9hk9lYogUPKtVeqJP5NXmpiRf-EvCyaDRSSaBGFfw7z-f_-2woms0iJypX3yf0/7vMd_HuaYIjwEAOmmxB934wBdl3tepzhdvQo4UAro4Q),Armor,Veil,Head,,,,,,,1,,,,,Gerudo Town Entry,"A mask worn by Gerudo women. It protects the skin from the harsh sun, but don't expect it to protect much in combat...",45,Heat Resist,,,,,,Tranny in Desert Oasis,
Hylian Hood,BotW_Hylian_Hood_Icon.png?version=3b38dc3a4b466213e66eabad8f766630 (https://v5.airtableusercontent.com/v3/u/35/35/1731434400000/UkuzxcH47vT1t2RkKe8zaA/4RbU6gQS0IfdOZhcPMn43vMql_JndIPkYPGGy5__dfvS6tZM1-GyAqwdjbaIgpS7PrFXYIF8Tv0GtB-BPM9aTGAi12jWVjgYIMhwW2pndkHHD4_EU2YvB_VhPFL05ZoqxpwH1EjMTxRuUL5K-fFrSM097Hah3kFAVAzwR-qYZRU/bIUPrRBv48yUtIiKZnlWB7RFeI1SpA1jMStNvDuwcNs),Armor,Hood,Head,,,,,,,3,5,8,12,20,,A hood woven using traditional Hyrulean methods. It's made from a sturdy material to protect travelers from the harsh sun and weather.,15,,Bokoblin Horn x5,"Bokoblin Horn x8, Bokoblin Fang x5","Bokoblin Fang x10, Bokoblin Guts x5","Bokoblin Guts x15, Amber x15","Bokoblin Horn,Bokoblin Fang,Bokoblin Guts,Amber",Hateno Village,
Korok Mask,BotW_Korok_Mask_Icon.png?version=6aa15b57f0023efc6ef2bee8b8feeb27 (https://v5.airtableusercontent.com/v3/u/35/35/1731434400000/o51DoqUy97tvVpt8aB9Jhg/yTf_LIG0hxWM7Vk9pBL2-_0lmKxBJ2L6KzRv_zgLfd9Ja5vSSWs1PUa7IpRp4BtFNWmIYk0_MnStaPX9a8ROFG2__vtsL_vd9IFrOvClJbHay78gd5jseIW8Bf_oGmkARlOuuo0-MwuIocq0zP9K2Rmkx8JkA24_p_yBQ6NZSCA/LAumVgXqFbcQjZQpeCAfRHhBniVHIDeNas-Oj9pvEEw),Armor,Mask,Head,,,,,,,1,,,,,,"A mask inspired by those fun-loving Koroks. It shakes when one is hiding nearby. If sold, this rare find can't be replaced.",,,,,,,,,
Lizalfos Mask,BotW_Lizalfos_Mask_Icon.png?version=fa053283198bcc533b144f360cb94a60 (https://v5.airtableusercontent.com/v3/u/35/35/1731434400000/BVIui9iWcPiqvnzyTCWBig/Y_Tf0mTwLIVxGIdDf1BHRQbhegluUKvuNuk1FYSLI-jJd8VKwD8unBK-ZiiCAKKOHMcRWQoe5Vvmw4wSIOV2LwEQormPFOTOoADakxSQVRYHcdQh2ZRIszahLeynRUQIyCgbXVnqoYyiSkhLLDZe5nD7RDBjXAT2SwcWNAcdlGQ/Uwmpa5uFBalWkdwV97uljK68GyShHkmxEQy77_yoph0),Armor,Mask,Head,,,,,,,3,,,,,Lizalfos Disguise,Kilton's handmade Lizalfos headgear. It's designed to replicate the unique tongue and horn of the Lizalfos. Equip it to blend in with Lizalfos.,,,,,,,,Kilton's Shop,
Lynel Mask,BotW_Lynel_Mask_Icon.png?version=28fa21417190c8bda67d5f0f37d1c89e (https://v5.airtableusercontent.com/v3/u/35/35/1731434400000/p-cFGBWsenTBymvfz1gQzQ/ZSia-_bF48KHrNviqeRTyX1r4WAxxN-t3sxJOyhJ3yNyL1_860KWQQIpBJ6l0lmAPaS8zI8nd_X85HeNJNFm5WJmNq4SlMPhK_CRhrH5ZG_ac2i3XxrEs-prXE5_F7LaYYEZ4VZsA4lHIGhrunAIa1VSFmJFEIdrgM6sij4-6ek/2nv6A27QW4P2qnwG8tjCw-wAmFPKGUGZIhq8QM6KBvQ),Armor,Mask,Head,,,,,,,3,,,,,Lynel Disguise,"Kilton's handmade Lynel headgear. It's so well crafted, it can deceive a real Lynel. Equip it to blend in with Lynels, but don't linger too long. Those beasts are smart.",,,,,,,,Kilton's Shop,
Majora's Mask,BotW_Majora%27s_Mask_Icon.png?version=b257c35df4b07f2afafa613b72c73115 (https://v5.airtableusercontent.com/v3/u/35/35/1731434400000/XFDKSPQHGZNeSbFMfd0Duw/rc9DXZ1_sgLM0onVf8KAS11C7Tee5jh2q7d8OotjbjSar4RzAnW9iHdSdIeasQEvpmZQmUENssicD8QguiCJvcN3Xaz73wk2DL_eyFK3CvdMVCInsxsq1GRhXu4DaF23cv0ixU3H1oPTgn1sy0hLQ4VBrXJP5VJREFWz5iAIbmY/f6SlPxGGOpW_4uXhPyivGWG-Qnjh5ooeqDmjnE6ZMRw),Armor,Mask,Head,,,,,,,1,,,,,,"An eerie mask passed down from ancient times. Wearing it makes it harder for certain enemies to spot you. If sold, this rare find can't be replaced.",,,,,,,,,
Midna's Helmet,BotW_Midna%27s_Helmet_Icon.png?version=7e683118ff3e286de1d4936a62d46d10 (https://v5.airtableusercontent.com/v3/u/35/35/1731434400000/IyFAHSOeAu5R4hLunwLobg/b1my5--iNibe1_5LEM_zRTQ_C_EpVwTzBF0iwRvbjAn-ZHUyxji86U9nkZubP8lValkJcFd4HgDdyJtAuZl4dBCoIMX-rE4fEPeUOpmPOg23X6NXHrN9x29GHO4tle8y9cCe-TYbHiYOGmLq2PnX9K4H92tz842FDkzRcnquxQ2FkIn_TSqFKkJsJ2bzLv7b/_7-Lu3SmjVin-Ij5HsDvTdMV0TRRvPcc0L8Nvgr2Btk),Armor,Helmet,Head,,,,,,,7,,,,,Guardian Resist,"A helmet much like the one Midna wore when she fought alongside the Hero of Twilight. If sold, this rare find can't be replaced.",,,,,,,,,
Moblin Mask,BotW_Moblin_Mask_Icon.png?version=3ce73a4f2570e8f0738b5ee9e77ccc11 (https://v5.airtableusercontent.com/v3/u/35/35/1731434400000/0iztCPowHsxAOeVLBDRcwA/EBFsh17t5PycnGT5I6ImsCNW-kyquhr2vGg-Di2bTYW5fiSsHOdLDQoGo-WbrBoYnjhTHd-WFKv4xa3Kbi8F1rPjri6cyF15MHWzCl5l5AeBnowY8YyhXvMX10dyo4m5GGzPRh_-C8Ohb-1RrvkeDg9aKY-hLg7WpCgSPvcBj9s/WmsQPhB13Ao3OwkxbwbWrzbiFXRDzHchWJrtXLAfgmM),Armor,Mask,Head,,,,,,,3,,,,,Moblin Disguise,Kilton's handmade Moblin headgear. It's designed to replicate the Moblin's distinct long nose and large horn. Equip it to blend in with Moblins.,,,,,,,,Kilton's Shop,
Opal Earrings,BotW_Opal_Earrings_Icon.png?version=ca19aee9e44ae6e1b64386d3ee845225 (https://v5.airtableusercontent.com/v3/u/35/35/1731434400000/-GhLtOrIE_UqEVVHFfDvrw/0ZAGoIhfFebJq8HZXrtN7Oy0G0EmKftSiUOk-1r8lLX5oRHBCyqqQH5O75E5cZowsuRvSdI5KDCajgAqwEl3RdcP-f5w13du5J9G3GkRlCRhNFZh3-LxuFiDSdFoZ2A-N6_6AVDlf4NbzN2VQRp_mou-PEFtdF1t2eqrtT3rkz8/ANlz2e_80cxRv0E4CTr50fwjg8HszzugAO3bmgRmlIM),Armor,Earrings,Head,,,,,,,3,5,8,12,20,Swim Speed,"Earrings sold at Gerudo jewelry shops. They contain opal, a gem that harnesses the power of water to increase your swimming speed.",40,,"Opal x5, Flint x3","Opal x8, Flint x3","Opal x16, Flint x3","Opal x20, Flint x3","Opal,Flint",Gerudo Secret Club,
Phantom Helmet,BotW_Phantom_Helmet_Icon.png?version=54d1368cc9ebbd4b6d0273eab84de9ff (https://v5.airtableusercontent.com/v3/u/35/35/1731434400000/WO2Zzn7WTSV_rlXwT-jYuA/VHIVnIggaMFC4dHdctcS_OfurniOTfdu5_H4XBREoYE1xXvtXbDMe6VY7TA27MOQq8kY9WWM3yzySQ4J-o1v335t5b774q9Ybu6Sy87tfd-yWdSrEkyqLpQlNlVerJ96lubWQGlbmM_LL3sg_LxYQOP1jwDTZn-Uw6E8zZp4l1w/o49xCJ_LhboCgA_NVmkgytDt9r362pWPDLcD3AkVDyg),Armor,Helmet,Head,,,,,,,8,,,,,Attack,"Myths abound about armored phantoms that terrorized brave heroes. This helmet looks just like the ones they supposedly wore. If sold, this rare find can't be replaced.",,,,,,,,,
Radiant Mask,BotW_Radiant_Mask_Icon.png?version=8125e0df13e525194ee8a326ad542719 (https://v5.airtableusercontent.com/v3/u/35/35/1731434400000/qoFxYUjL4SZh05Z_TZO9ZA/5pMWeB9a4kL_fnYYcvBi09ShrlxEXKo1pK4RFuKCvpWIe9WK6H7nnL9fkVoKo83DvZVXP2kuAz61uUu1HmnwWMUyAvY8SAcu_WcU7Mlv1LMQdX4UwqhAHrC4bvgA9hOutGvsqFAIn79HRroVrGQHjxQ51DuTBTrKMEYv9T6W4aM/tIxukkEmNTPe_fqslpQUIn9n_w7joPIEfd5FEKH6iHU),Armor,Mask,Head,,,,,,,3,5,8,12,20,Stal Lure,"A special mask for members of the Gerudo Secret Club. Painted with dye made from crushed luminous stones, it gives off a lurid, mysterious glow in the dark.",200,Disguise and Bone Attack,"Luminous Stone x5, Bokoblin Guts x3","Luminous Stone x8, Moblin Guts x3","Luminous Stone x10, Molduga Guts x2","Luminous Stone x20, Lynel Guts x1","Luminous Stone,Bokoblin Guts,Moblin Guts,Molduga Guts,Lynel Guts",Gerudo Secret Club,
Ruby Circlet,BotW_Ruby_Circlet_Icon.png?version=6df995e72fa61fed27ef65223c587d94 (https://v5.airtableusercontent.com/v3/u/35/35/1731434400000/Ae6CdMcYL6kVtYvlvBkEpg/j0UFNUrhAeocMapaaqmnUWR6LYl2f0Xkhjn6JHGx4XhqCqkAUpNTtRNeBiInvQ1lTffO-efLsP99HaC2oa0fphYQPrdsEfqiWOzUSix5lP8DKjCRXufO7d2k0X34fKJ48bBqf-SJRl10Ti85FIVALyDMg2GfJJVPty0AcP8n4aU/u1enweS6pjKKtTUpE8kQF3A1Tg3uhXjalB4WlKxzFM8),Armor,Circlet,Head,,,,,,,3,5,8,12,20,Cold Resist,"A headpiece made by Gerudo craft workers. It's set with a ruby, a gem that harnesses the power of fire to make cold climates more bearable.",125,,"Ruby x2, Flint x3","Ruby x4, Flint x3","Ruby x6, Star Fragment x1","Ruby x10, Star Fragment x1","Ruby,Flint,Star Fragment",Gerudo Secret Club,
Rubber Helm,BotW_Rubber_Helm_Icon.png?version=20443d13d0e5861d975c5e4b717000b1 (https://v5.airtableusercontent.com/v3/u/35/35/1731434400000/bt1M5u2wmu-OMtlZFrE5XQ/mLr0N58Y3rcYC79Qv-PeeX7-eYVVU1Tm6Ooe40tu0rvZ-ffg4NSpG5nptOgSNAMjIkS0QNdsuniVJ46_KV6iW2FB-_nslr2WEVSMHAFJ4Whtq4yXohTMsKcW9qsT-gPCD93kvzE66AiRx6iVnyOWLGMHIbV2g7v0Rk0mlR_7-2Q/kqKeZsDR3pupGDJrkypqC6dxzyOmJf_sEJitPaUw-bM),Armor,Helm,Head,,,,,,,3,5,8,12,20,Shock Resist,"A helmet made from ancient techniques and electricity-resistant material. It's made from something called ""rubber,"" a material that can no longer be found.",600,Unshockable,Yellow Chuchu Jelly x3,"Yellow Chuchu Jelly x5, Voltfruit x5","Zapshroom x5, Yellow Lizalfos Tail x5","Yellow Lizalfos Tail x10, Topaz x10","Yellow Chuchu Jelly,Voltfruit,Zapshroom,Yellow Lizalfos Tail,Topaz",Quest - Thunder Magnet,
Sapphire Circlet,BotW_Sapphire_Circlet_Icon.png?version=e1c97e1f6d52346ef1200c32b311c8b3 (https://v5.airtableusercontent.com/v3/u/35/35/1731434400000/pll9rtmF200WmKysGWM01Q/mRLF26npe_uJ1UpQ6UpHHXXdpMkEpWpAfcMq8Cma-FBU1VwlhEbE8Qw6zQ7hBfRlEslKFtDlaY55oCx4yjOxpuWXhhld_U3YhjunNubovHSGWMKmY-nGMla9G-Cwo-EQM37UdMIxnplraQ0wyeAbnLsw8zF9vIiIcHlTlk3plGkNXES-f9_NStwpXKDP9vu2/XusKjLZnD565WOZR9aO7BK6X7xZHx3PwnKeIuwlQyp8),Armor,Circlet,Head,,,,,,,3,5,8,12,20,Heat Resist,"An intricate headpiece crafted with Gerudo goldsmith techniques. It's set with a sapphire, a gem that harnesses the power of ice to make hot climates more tolerable.",150,,"Sapphire x2, Flint x3","Sapphire x4, Flint x3","Sapphire x6, Star Fragment x1","Sapphire x10, Star Fragment x1","Sapphire,Flint,Star Fragment",Gerudo Secret Club,
Sheik's Mask,BotW_Sheik%27s_Mask_Icon.png?version=b7b939aaf3b01f6488771aba415c1a51 (https://v5.airtableusercontent.com/v3/u/35/35/1731434400000/E7Vh_9ThEqiHH42v1smmNQ/91qvb6SPvhvDxGSbQNK72jbYUj36bYTGliH-yzWGEaAcrwYEqrIYAlmHCrCoKYCaufhCoWMt5QcF9yKOgqx6pl1Ou9Y26myE6bUXtoGN6m75MciADgcHiK7kCd4lhqJjYSHUHX68z1DTA7Ld_5NtXPqr52o5cOaBvXRstHqVM-s/xfCE6xHS4H6X_QrNiTcE-x091kZaPqMC6rtFUQaFBjk),Armor,Mask,Head,,,,,,,2,4,6,9,16,Stealth,"A mask said to have been worn by a Sheikah who saved a time-traveling hero. Made from the finest of Sheikah stealth fabrics, it is the final word in undercover gear.",125,,"Silent Princess x1, Star Fragment x1","Silent Princess x2, Star Fragment x2","Silent Princess x3, Star Fragment x3","Silent Princess x4, Star Fragment x4","Silent Princess,Star Fragment",Amiibo - Sheik,
Snowquill Headdress,BotW_Snowquill_Headdress_Icon.png?version=69cabba463a6e13a0d187c716c579721 (https://v5.airtableusercontent.com/v3/u/35/35/1731434400000/3Z2FACQSqQ6FQtsWE88k1w/hDOwIgXe5bXTVEZAbg8ZOrzsWpiqSyaeIos9ihmQduuyTqyhL9Ox8B641lTd4IvkpGOimQwkfsGuxxBZPm0JBmo8hMdEKtEcLcv6MYh6fZb2BOM_7HVk9jd13hKAPHWrvgP2IBQBYyQFSfUU81VDIkbGY2xAiy5q6orXxmjs8a33L8F4-IfzhYnkdaXdoWyt/6BdhAC0_XPtYVvi_DR2ojYEcg-tPp9aBh5L9i3oclM4),Armor,Headdress,Head,,,,,,,3,5,8,12,20,Cold Resist,"A Rito accessory made from snow-bird feathers. It's adorned with a ruby, a gem that harnesses the power of fire to make cold climates more tolerable.",250,Unfreezable,Red Chuchu Jelly x3,"Red Chuchu Jelly x5, Warm Saffina x3","Fire Keese Wing x8, Sunshroom x5","Red Lizalfos Tail x10, Ruby x5","Red Chuchu Jelly,Warm Safflina,Fire Keese Wing,Sunshroom,Red Lizalfos Tail,Ruby",Rito Village,
