Recipe Name,Class,Category,Heart Recovery,Bonus 1,Bonus 2,Buff Effect,Item Description,All Ingredients,Ingredient
Monster Soup,Other Recipes,Cooked,30,None,None,None,"Using monster extract as a base, this soup's distinct gaminess is either loved or hated.","Goat Butter, Fresh Milk, Tabantha Wheat, Monster Extract", Fresh Milk
Monster Soup,Other Recipes,Cooked,30,None,None,None,"Using monster extract as a base, this soup's distinct gaminess is either loved or hated.","Goat Butter, Fresh Milk, Tabantha Wheat, Monster Extract", Tabantha Wheat
Monster Soup,Other Recipes,Cooked,30,None,None,None,"Using monster extract as a base, this soup's distinct gaminess is either loved or hated.","Goat Butter, Fresh Milk, Tabantha Wheat, Monster Extract", Monster Extract
Monster Stew,Other Recipes,Cooked,30,None,None,None,Meat and seafood simmered in monster extract. A savory dish despite its ingredients.,"Monster Extract, Raw Bird Thigh, Raw Bird Drumstick, Raw Gourmet Meat, Raw Meat, Raw Prime Meat, Raw Whole Bird, Hearty Bass, Hyrule Bass",Monster Extract
Monster Stew,Other Recipes,Cooked,30,None,None,None,Meat and seafood simmered in monster extract. A savory dish despite its ingredients.,"Monster Extract, Raw Bird Thigh, Raw Bird Drumstick, Raw Gourmet Meat, Raw Meat, Raw Prime Meat, Raw Whole Bird, Hearty Bass, Hyrule Bass", Raw Bird Thigh
Monster Stew,Other Recipes,Cooked,30,None,None,None,Meat and seafood simmered in monster extract. A savory dish despite its ingredients.,"Monster Extract, Raw Bird Thigh, Raw Bird Drumstick, Raw Gourmet Meat, Raw Meat, Raw Prime Meat, Raw Whole Bird, Hearty Bass, Hyrule Bass", Raw Bird Drumstick
Monster Stew,Other Recipes,Cooked,30,None,None,None,Meat and seafood simmered in monster extract. A savory dish despite its ingredients.,"Monster Extract, Raw Bird Thigh, Raw Bird Drumstick, Raw Gourmet Meat, Raw Meat, Raw Prime Meat, Raw Whole Bird, Hearty Bass, Hyrule Bass", Raw Gourmet Meat
Monster Stew,Other Recipes,Cooked,30,None,None,None,Meat and seafood simmered in monster extract. A savory dish despite its ingredients.,"Monster Extract, Raw Bird Thigh, Raw Bird Drumstick, Raw Gourmet Meat, Raw Meat, Raw Prime Meat, Raw Whole Bird, Hearty Bass, Hyrule Bass", Raw Meat
Monster Stew,Other Recipes,Cooked,30,None,None,None,Meat and seafood simmered in monster extract. A savory dish despite its ingredients.,"Monster Extract, Raw Bird Thigh, Raw Bird Drumstick, Raw Gourmet Meat, Raw Meat, Raw Prime Meat, Raw Whole Bird, Hearty Bass, Hyrule Bass", Raw Prime Meat
Monster Stew,Other Recipes,Cooked,30,None,None,None,Meat and seafood simmered in monster extract. A savory dish despite its ingredients.,"Monster Extract, Raw Bird Thigh, Raw Bird Drumstick, Raw Gourmet Meat, Raw Meat, Raw Prime Meat, Raw Whole Bird, Hearty Bass, Hyrule Bass", Raw Whole Bird
Monster Stew,Other Recipes,Cooked,30,None,None,None,Meat and seafood simmered in monster extract. A savory dish despite its ingredients.,"Monster Extract, Raw Bird Thigh, Raw Bird Drumstick, Raw Gourmet Meat, Raw Meat, Raw Prime Meat, Raw Whole Bird, Hearty Bass, Hyrule Bass", Hearty Bass
Monster Stew,Other Recipes,Cooked,30,None,None,None,Meat and seafood simmered in monster extract. A savory dish despite its ingredients.,"Monster Extract, Raw Bird Thigh, Raw Bird Drumstick, Raw Gourmet Meat, Raw Meat, Raw Prime Meat, Raw Whole Bird, Hearty Bass, Hyrule Bass", Hyrule Bass
Mushroom Omelet,Vegetables,Cooked,3,None,None,None,"The fluffy texture of this omelet is one of the great joys of this dish, as well as life.","Rushroom, Sunshroom, Zapshroom, Ironshroom, Chillshroom, Razorshroom, Endura Shroom, Hylian Shroom, Silent Shroom",Rushroom
Mushroom Omelet,Vegetables,Cooked,3,None,None,None,"The fluffy texture of this omelet is one of the great joys of this dish, as well as life.","Rushroom, Sunshroom, Zapshroom, Ironshroom, Chillshroom, Razorshroom, Endura Shroom, Hylian Shroom, Silent Shroom", Sunshroom
Mushroom Omelet,Vegetables,Cooked,3,None,None,None,"The fluffy texture of this omelet is one of the great joys of this dish, as well as life.","Rushroom, Sunshroom, Zapshroom, Ironshroom, Chillshroom, Razorshroom, Endura Shroom, Hylian Shroom, Silent Shroom", Zapshroom
Mushroom Omelet,Vegetables,Cooked,3,None,None,None,"The fluffy texture of this omelet is one of the great joys of this dish, as well as life.","Rushroom, Sunshroom, Zapshroom, Ironshroom, Chillshroom, Razorshroom, Endura Shroom, Hylian Shroom, Silent Shroom", Ironshroom
Mushroom Omelet,Vegetables,Cooked,3,None,None,None,"The fluffy texture of this omelet is one of the great joys of this dish, as well as life.","Rushroom, Sunshroom, Zapshroom, Ironshroom, Chillshroom, Razorshroom, Endura Shroom, Hylian Shroom, Silent Shroom", Chillshroom
Mushroom Omelet,Vegetables,Cooked,3,None,None,None,"The fluffy texture of this omelet is one of the great joys of this dish, as well as life.","Rushroom, Sunshroom, Zapshroom, Ironshroom, Chillshroom, Razorshroom, Endura Shroom, Hylian Shroom, Silent Shroom", Razorshroom
Mushroom Omelet,Vegetables,Cooked,3,None,None,None,"The fluffy texture of this omelet is one of the great joys of this dish, as well as life.","Rushroom, Sunshroom, Zapshroom, Ironshroom, Chillshroom, Razorshroom, Endura Shroom, Hylian Shroom, Silent Shroom", Endura Shroom
Mushroom Omelet,Vegetables,Cooked,3,None,None,None,"The fluffy texture of this omelet is one of the great joys of this dish, as well as life.","Rushroom, Sunshroom, Zapshroom, Ironshroom, Chillshroom, Razorshroom, Endura Shroom, Hylian Shroom, Silent Shroom", Hylian Shroom
Mushroom Omelet,Vegetables,Cooked,3,None,None,None,"The fluffy texture of this omelet is one of the great joys of this dish, as well as life.","Rushroom, Sunshroom, Zapshroom, Ironshroom, Chillshroom, Razorshroom, Endura Shroom, Hylian Shroom, Silent Shroom", Silent Shroom
Mushroom Rice Balls,Vegetables,Cooked,3,None,None,None,The aroma of the mushrooms tickles your nose as you peel back the leafy wrapping.,"Rushroom, Sunshroom, Zapshroom, Ironshroom, Chillshroom, Razorshroom, Endura Shroom, Hylian Shroom, Silent Shroom",Rushroom
Mushroom Rice Balls,Vegetables,Cooked,3,None,None,None,The aroma of the mushrooms tickles your nose as you peel back the leafy wrapping.,"Rushroom, Sunshroom, Zapshroom, Ironshroom, Chillshroom, Razorshroom, Endura Shroom, Hylian Shroom, Silent Shroom", Sunshroom
Mushroom Rice Balls,Vegetables,Cooked,3,None,None,None,The aroma of the mushrooms tickles your nose as you peel back the leafy wrapping.,"Rushroom, Sunshroom, Zapshroom, Ironshroom, Chillshroom, Razorshroom, Endura Shroom, Hylian Shroom, Silent Shroom", Zapshroom
Mushroom Rice Balls,Vegetables,Cooked,3,None,None,None,The aroma of the mushrooms tickles your nose as you peel back the leafy wrapping.,"Rushroom, Sunshroom, Zapshroom, Ironshroom, Chillshroom, Razorshroom, Endura Shroom, Hylian Shroom, Silent Shroom", Ironshroom
Mushroom Rice Balls,Vegetables,Cooked,3,None,None,None,The aroma of the mushrooms tickles your nose as you peel back the leafy wrapping.,"Rushroom, Sunshroom, Zapshroom, Ironshroom, Chillshroom, Razorshroom, Endura Shroom, Hylian Shroom, Silent Shroom", Chillshroom
Mushroom Rice Balls,Vegetables,Cooked,3,None,None,None,The aroma of the mushrooms tickles your nose as you peel back the leafy wrapping.,"Rushroom, Sunshroom, Zapshroom, Ironshroom, Chillshroom, Razorshroom, Endura Shroom, Hylian Shroom, Silent Shroom", Razorshroom
Mushroom Rice Balls,Vegetables,Cooked,3,None,None,None,The aroma of the mushrooms tickles your nose as you peel back the leafy wrapping.,"Rushroom, Sunshroom, Zapshroom, Ironshroom, Chillshroom, Razorshroom, Endura Shroom, Hylian Shroom, Silent Shroom", Endura Shroom
Mushroom Rice Balls,Vegetables,Cooked,3,None,None,None,The aroma of the mushrooms tickles your nose as you peel back the leafy wrapping.,"Rushroom, Sunshroom, Zapshroom, Ironshroom, Chillshroom, Razorshroom, Endura Shroom, Hylian Shroom, Silent Shroom", Hylian Shroom
Mushroom Rice Balls,Vegetables,Cooked,3,None,None,None,The aroma of the mushrooms tickles your nose as you peel back the leafy wrapping.,"Rushroom, Sunshroom, Zapshroom, Ironshroom, Chillshroom, Razorshroom, Endura Shroom, Hylian Shroom, Silent Shroom", Silent Shroom
Mushroom Risotto,Vegetables,Cooked,3,None,None,None,The tantalizing aroma of mushrooms and butter beckons you to the table.,"Rushroom, Sunshroom, Zapshroom, Ironshroom, Chillshroom, Razorshroom, Endura Shroom, Hylian Shroom, Silent Shroom",Rushroom
Mushroom Risotto,Vegetables,Cooked,3,None,None,None,The tantalizing aroma of mushrooms and butter beckons you to the table.,"Rushroom, Sunshroom, Zapshroom, Ironshroom, Chillshroom, Razorshroom, Endura Shroom, Hylian Shroom, Silent Shroom", Sunshroom
Mushroom Risotto,Vegetables,Cooked,3,None,None,None,The tantalizing aroma of mushrooms and butter beckons you to the table.,"Rushroom, Sunshroom, Zapshroom, Ironshroom, Chillshroom, Razorshroom, Endura Shroom, Hylian Shroom, Silent Shroom", Zapshroom
Mushroom Risotto,Vegetables,Cooked,3,None,None,None,The tantalizing aroma of mushrooms and butter beckons you to the table.,"Rushroom, Sunshroom, Zapshroom, Ironshroom, Chillshroom, Razorshroom, Endura Shroom, Hylian Shroom, Silent Shroom", Ironshroom
Mushroom Risotto,Vegetables,Cooked,3,None,None,None,The tantalizing aroma of mushrooms and butter beckons you to the table.,"Rushroom, Sunshroom, Zapshroom, Ironshroom, Chillshroom, Razorshroom, Endura Shroom, Hylian Shroom, Silent Shroom", Chillshroom
Mushroom Risotto,Vegetables,Cooked,3,None,None,None,The tantalizing aroma of mushrooms and butter beckons you to the table.,"Rushroom, Sunshroom, Zapshroom, Ironshroom, Chillshroom, Razorshroom, Endura Shroom, Hylian Shroom, Silent Shroom", Razorshroom
Mushroom Risotto,Vegetables,Cooked,3,None,None,None,The tantalizing aroma of mushrooms and butter beckons you to the table.,"Rushroom, Sunshroom, Zapshroom, Ironshroom, Chillshroom, Razorshroom, Endura Shroom, Hylian Shroom, Silent Shroom", Endura Shroom
Mushroom Risotto,Vegetables,Cooked,3,None,None,None,The tantalizing aroma of mushrooms and butter beckons you to the table.,"Rushroom, Sunshroom, Zapshroom, Ironshroom, Chillshroom, Razorshroom, Endura Shroom, Hylian Shroom, Silent Shroom", Hylian Shroom
Mushroom Risotto,Vegetables,Cooked,3,None,None,None,The tantalizing aroma of mushrooms and butter beckons you to the table.,"Rushroom, Sunshroom, Zapshroom, Ironshroom, Chillshroom, Razorshroom, Endura Shroom, Hylian Shroom, Silent Shroom", Silent Shroom
Mushroom Skewer,Vegetables,Cooked,1,None,None,None,This simple mushroom-packed skewer has its colorful presentation to thank for its appeal.,"Rushroom, Sunshroom, Zapshroom, Ironshroom, Chillshroom, Razorshroom, Endura Shroom, Hylian Shroom, Silent Shroom",Rushroom
Mushroom Skewer,Vegetables,Cooked,1,None,None,None,This simple mushroom-packed skewer has its colorful presentation to thank for its appeal.,"Rushroom, Sunshroom, Zapshroom, Ironshroom, Chillshroom, Razorshroom, Endura Shroom, Hylian Shroom, Silent Shroom", Sunshroom
Mushroom Skewer,Vegetables,Cooked,1,None,None,None,This simple mushroom-packed skewer has its colorful presentation to thank for its appeal.,"Rushroom, Sunshroom, Zapshroom, Ironshroom, Chillshroom, Razorshroom, Endura Shroom, Hylian Shroom, Silent Shroom", Zapshroom
Mushroom Skewer,Vegetables,Cooked,1,None,None,None,This simple mushroom-packed skewer has its colorful presentation to thank for its appeal.,"Rushroom, Sunshroom, Zapshroom, Ironshroom, Chillshroom, Razorshroom, Endura Shroom, Hylian Shroom, Silent Shroom", Ironshroom
Mushroom Skewer,Vegetables,Cooked,1,None,None,None,This simple mushroom-packed skewer has its colorful presentation to thank for its appeal.,"Rushroom, Sunshroom, Zapshroom, Ironshroom, Chillshroom, Razorshroom, Endura Shroom, Hylian Shroom, Silent Shroom", Chillshroom
Mushroom Skewer,Vegetables,Cooked,1,None,None,None,This simple mushroom-packed skewer has its colorful presentation to thank for its appeal.,"Rushroom, Sunshroom, Zapshroom, Ironshroom, Chillshroom, Razorshroom, Endura Shroom, Hylian Shroom, Silent Shroom", Razorshroom
Mushroom Skewer,Vegetables,Cooked,1,None,None,None,This simple mushroom-packed skewer has its colorful presentation to thank for its appeal.,"Rushroom, Sunshroom, Zapshroom, Ironshroom, Chillshroom, Razorshroom, Endura Shroom, Hylian Shroom, Silent Shroom", Endura Shroom
Mushroom Skewer,Vegetables,Cooked,1,None,None,None,This simple mushroom-packed skewer has its colorful presentation to thank for its appeal.,"Rushroom, Sunshroom, Zapshroom, Ironshroom, Chillshroom, Razorshroom, Endura Shroom, Hylian Shroom, Silent Shroom", Hylian Shroom
Mushroom Skewer,Vegetables,Cooked,1,None,None,None,This simple mushroom-packed skewer has its colorful presentation to thank for its appeal.,"Rushroom, Sunshroom, Zapshroom, Ironshroom, Chillshroom, Razorshroom, Endura Shroom, Hylian Shroom, Silent Shroom", Silent Shroom
Nutcake,Other Recipes,Cooked,3,None,None,None,"Forest nuts give this cake a pleasant texture and a simple, understated sweetness.","Tabantha Wheat, Cane Sugar, Goat Butter, Acorn, Chickaloo Tree Nut",Tabantha Wheat
Nutcake,Other Recipes,Cooked,3,None,None,None,"Forest nuts give this cake a pleasant texture and a simple, understated sweetness.","Tabantha Wheat, Cane Sugar, Goat Butter, Acorn, Chickaloo Tree Nut", Cane Sugar
Nutcake,Other Recipes,Cooked,3,None,None,None,"Forest nuts give this cake a pleasant texture and a simple, understated sweetness.","Tabantha Wheat, Cane Sugar, Goat Butter, Acorn, Chickaloo Tree Nut", Goat Butter
Nutcake,Other Recipes,Cooked,3,None,None,None,"Forest nuts give this cake a pleasant texture and a simple, understated sweetness.","Tabantha Wheat, Cane Sugar, Goat Butter, Acorn, Chickaloo Tree Nut", Acorn
Nutcake,Other Recipes,Cooked,3,None,None,None,"Forest nuts give this cake a pleasant texture and a simple, understated sweetness.","Tabantha Wheat, Cane Sugar, Goat Butter, Acorn, Chickaloo Tree Nut", Chickaloo Tree Nut
Omelet,Other Recipes,Cooked,2,None,None,None,This simple dish is common all over Hyrule. Simply fry egg until it's nice and plump.,Bird Egg,Bird Egg
Pepper Seafood,Seafood,Cooked,3,Depends,None,None,The pepper seeds grilled with this seafood draw out its taste and pleasant aroma.,"Spicy Pepper, Any Seafood",Spicy Pepper
Pepper Seafood,Seafood,Cooked,3,Depends,None,None,The pepper seeds grilled with this seafood draw out its taste and pleasant aroma.,"Spicy Pepper, Any Seafood", Any Seafood
Plain Crepe,Cake and Sweets,Cooked,5,None,None,None,The simplicity of this dish lets the flavor of its ingredients shine.,"Fresh Milk, Cane Sugar, Tabantha Wheat, Bird Egg, Goat Butter",Fresh Milk
Plain Crepe,Cake and Sweets,Cooked,5,None,None,None,The simplicity of this dish lets the flavor of its ingredients shine.,"Fresh Milk, Cane Sugar, Tabantha Wheat, Bird Egg, Goat Butter", Cane Sugar
Plain Crepe,Cake and Sweets,Cooked,5,None,None,None,The simplicity of this dish lets the flavor of its ingredients shine.,"Fresh Milk, Cane Sugar, Tabantha Wheat, Bird Egg, Goat Butter", Tabantha Wheat
Plain Crepe,Cake and Sweets,Cooked,5,None,None,None,The simplicity of this dish lets the flavor of its ingredients shine.,"Fresh Milk, Cane Sugar, Tabantha Wheat, Bird Egg, Goat Butter", Bird Egg
Plain Crepe,Cake and Sweets,Cooked,5,None,None,None,The simplicity of this dish lets the flavor of its ingredients shine.,"Fresh Milk, Cane Sugar, Tabantha Wheat, Bird Egg, Goat Butter", Goat Butter
Porgy Meunière,Seafood,Cooked,4,Defense or Attack,None,None,"Popular among residents of coastal regions, this juicy porgy is a delish dish.","Goat Butter, Tabantha Wheat, Mighty Porgy, Armored Porgy",Goat Butter
Porgy Meunière,Seafood,Cooked,4,Defense or Attack,None,None,"Popular among residents of coastal regions, this juicy porgy is a delish dish.","Goat Butter, Tabantha Wheat, Mighty Porgy, Armored Porgy", Tabantha Wheat
Porgy Meunière,Seafood,Cooked,4,Defense or Attack,None,None,"Popular among residents of coastal regions, this juicy porgy is a delish dish.","Goat Butter, Tabantha Wheat, Mighty Porgy, Armored Porgy", Mighty Porgy
Porgy Meunière,Seafood,Cooked,4,Defense or Attack,None,None,"Popular among residents of coastal regions, this juicy porgy is a delish dish.","Goat Butter, Tabantha Wheat, Mighty Porgy, Armored Porgy", Armored Porgy
Poultry Curry,Other Recipes,Cooked,1,None,None,None,The savory meat pairs well with the aroma of spice in this common curry.,"Raw Bird Drumstick, Hylian Rice, Goron Spice",Raw Bird Drumstick
Poultry Curry,Other Recipes,Cooked,1,None,None,None,The savory meat pairs well with the aroma of spice in this common curry.,"Raw Bird Drumstick, Hylian Rice, Goron Spice", Hylian Rice
Poultry Curry,Other Recipes,Cooked,1,None,None,None,The savory meat pairs well with the aroma of spice in this common curry.,"Raw Bird Drumstick, Hylian Rice, Goron Spice", Goron Spice
Poultry Pilaf,Meat,Cooked,6,None,None,None,Sautaed Hylian rice steamed in poultry broth. Cook on low heat until the rice is fluffy.,"Raw Bird Drumstick, Hylian Rice, Bird Egg, Goat Butter",Raw Bird Drumstick
Poultry Pilaf,Meat,Cooked,6,None,None,None,Sautaed Hylian rice steamed in poultry broth. Cook on low heat until the rice is fluffy.,"Raw Bird Drumstick, Hylian Rice, Bird Egg, Goat Butter", Hylian Rice
Poultry Pilaf,Meat,Cooked,6,None,None,None,Sautaed Hylian rice steamed in poultry broth. Cook on low heat until the rice is fluffy.,"Raw Bird Drumstick, Hylian Rice, Bird Egg, Goat Butter", Bird Egg
Poultry Pilaf,Meat,Cooked,6,None,None,None,Sautaed Hylian rice steamed in poultry broth. Cook on low heat until the rice is fluffy.,"Raw Bird Drumstick, Hylian Rice, Bird Egg, Goat Butter", Goat Butter
Prime Meat And Rice Bowl,Meat,Cooked,5,None,None,None,This bowl is loaded with high-quality meat. Your hunt for a serious meal ends here.,"Raw Prime Meat, Hylian Rice, Rock Salt",Raw Prime Meat
Prime Meat And Rice Bowl,Meat,Cooked,5,None,None,None,This bowl is loaded with high-quality meat. Your hunt for a serious meal ends here.,"Raw Prime Meat, Hylian Rice, Rock Salt", Hylian Rice
Prime Meat And Rice Bowl,Meat,Cooked,5,None,None,None,This bowl is loaded with high-quality meat. Your hunt for a serious meal ends here.,"Raw Prime Meat, Hylian Rice, Rock Salt", Rock Salt
Prime Meat And Seafood Fry,Meat,Cooked,5,None,None,None,This comfort dish is made with choice cuts of meat and seafood.,"Any Seafood, Raw Prime Meat",Any Seafood
Prime Meat And Seafood Fry,Meat,Cooked,5,None,None,None,This comfort dish is made with choice cuts of meat and seafood.,"Any Seafood, Raw Prime Meat", Raw Prime Meat
Prime Meat Curry,Meat,Cooked,5,None,None,None,The high-quality meat in this curry has given it a deeper taste than most other curries.,"Raw Prime Meat, Hylian Rice, Goron Spice",Raw Prime Meat
Prime Meat Curry,Meat,Cooked,5,None,None,None,The high-quality meat in this curry has given it a deeper taste than most other curries.,"Raw Prime Meat, Hylian Rice, Goron Spice", Hylian Rice
Prime Meat Curry,Meat,Cooked,5,None,None,None,The high-quality meat in this curry has given it a deeper taste than most other curries.,"Raw Prime Meat, Hylian Rice, Goron Spice", Goron Spice
Prime Meat Stew,Meat,Cooked,6,None,None,None,Letting the large portions of choice cuts of meat simmer brought out their savoriness.,"Tabantha Wheat, Goat Butter, Fresh Milk, Raw Prime Meat",Tabantha Wheat
Prime Meat Stew,Meat,Cooked,6,None,None,None,Letting the large portions of choice cuts of meat simmer brought out their savoriness.,"Tabantha Wheat, Goat Butter, Fresh Milk, Raw Prime Meat", Goat Butter
Prime Meat Stew,Meat,Cooked,6,None,None,None,Letting the large portions of choice cuts of meat simmer brought out their savoriness.,"Tabantha Wheat, Goat Butter, Fresh Milk, Raw Prime Meat", Fresh Milk
Prime Meat Stew,Meat,Cooked,6,None,None,None,Letting the large portions of choice cuts of meat simmer brought out their savoriness.,"Tabantha Wheat, Goat Butter, Fresh Milk, Raw Prime Meat", Raw Prime Meat
Prime Poultry Curry,Meat,Cooked,5,None,None,None,The secret to this curry's flavor is taking it off the heat while you add the spices.,"Raw Bird Thigh, Goron Spice, Hylian Rice",Raw Bird Thigh
Prime Poultry Curry,Meat,Cooked,5,None,None,None,The secret to this curry's flavor is taking it off the heat while you add the spices.,"Raw Bird Thigh, Goron Spice, Hylian Rice", Goron Spice
Prime Poultry Curry,Meat,Cooked,5,None,None,None,The secret to this curry's flavor is taking it off the heat while you add the spices.,"Raw Bird Thigh, Goron Spice, Hylian Rice", Hylian Rice
Prime Poultry Pilaf,Meat,Cooked,7,None,None,None,The rice permeates the savory taste of the poultry in this Gerudo-region favorite.,"Raw Bird Thigh, Hylian Rice, Bird Egg, Goat Butter",Raw Bird Thigh
Prime Poultry Pilaf,Meat,Cooked,7,None,None,None,The rice permeates the savory taste of the poultry in this Gerudo-region favorite.,"Raw Bird Thigh, Hylian Rice, Bird Egg, Goat Butter", Hylian Rice
Prime Poultry Pilaf,Meat,Cooked,7,None,None,None,The rice permeates the savory taste of the poultry in this Gerudo-region favorite.,"Raw Bird Thigh, Hylian Rice, Bird Egg, Goat Butter", Bird Egg
Prime Poultry Pilaf,Meat,Cooked,7,None,None,None,The rice permeates the savory taste of the poultry in this Gerudo-region favorite.,"Raw Bird Thigh, Hylian Rice, Bird Egg, Goat Butter", Goat Butter
Prime Spiced Meat Skewer,Other Recipes,Cooked,1.5,None,None,None,The simple preparation of this steak dish belies its complex taste profile.,"Raw Prime Meat, Goron Spice",Raw Prime Meat
Prime Spiced Meat Skewer,Other Recipes,Cooked,1.5,None,None,None,The simple preparation of this steak dish belies its complex taste profile.,"Raw Prime Meat, Goron Spice", Goron Spice
Pumpkin Pie,Cake and Sweets,Cooked,3,Defense,None,None,The intense sweetness of fortified pumpkins makes this dessert popular among children.,"Fortified Pumpkin, Tabantha Wheat, Cane Sugar, Goat Butter",Fortified Pumpkin
Pumpkin Pie,Cake and Sweets,Cooked,3,Defense,None,None,The intense sweetness of fortified pumpkins makes this dessert popular among children.,"Fortified Pumpkin, Tabantha Wheat, Cane Sugar, Goat Butter", Tabantha Wheat
Pumpkin Pie,Cake and Sweets,Cooked,3,Defense,None,None,The intense sweetness of fortified pumpkins makes this dessert popular among children.,"Fortified Pumpkin, Tabantha Wheat, Cane Sugar, Goat Butter", Cane Sugar
Pumpkin Pie,Cake and Sweets,Cooked,3,Defense,None,None,The intense sweetness of fortified pumpkins makes this dessert popular among children.,"Fortified Pumpkin, Tabantha Wheat, Cane Sugar, Goat Butter", Goat Butter
Pumpkin Stew,Vegetables,Cooked,4,Defense,None,None,Simply simmer a fortified pumpkin to make this dish. A favorite in Kakariko Village.,"Fortified Pumpkin, Tabantha Wheat, Goat Butter, Fresh Milk",Fortified Pumpkin
Pumpkin Stew,Vegetables,Cooked,4,Defense,None,None,Simply simmer a fortified pumpkin to make this dish. A favorite in Kakariko Village.,"Fortified Pumpkin, Tabantha Wheat, Goat Butter, Fresh Milk", Tabantha Wheat
Pumpkin Stew,Vegetables,Cooked,4,Defense,None,None,Simply simmer a fortified pumpkin to make this dish. A favorite in Kakariko Village.,"Fortified Pumpkin, Tabantha Wheat, Goat Butter, Fresh Milk", Goat Butter
Pumpkin Stew,Vegetables,Cooked,4,Defense,None,None,Simply simmer a fortified pumpkin to make this dish. A favorite in Kakariko Village.,"Fortified Pumpkin, Tabantha Wheat, Goat Butter, Fresh Milk", Fresh Milk
Roasted Acorn,Other Recipes,Roasted,0.5,None,None,None,An acorn cooked with direct ehat. Its nutty armoa has been amplified.,Acorn,Acorn
Roasted Armoranth,Other Recipes,Roasted,0.5,None,None,None,"Simple, roasted armoranth. The heat has frayed the hard, chewy fiber just enough to make it easy to eat.",Armoranth,Armoranth
Roasted Bass,Other Recipes,Roasted,1.5,None,None,None,A bass that's been cooked whole over an open flame. It's flaky and savory smelling. Offers more hearts than the raw version.,"Hyrule Bass, Staminoka Bass",Hyrule Bass
Roasted Bass,Other Recipes,Roasted,1.5,None,None,None,A bass that's been cooked whole over an open flame. It's flaky and savory smelling. Offers more hearts than the raw version.,"Hyrule Bass, Staminoka Bass", Staminoka Bass
Roasted Big Radish,Other Recipes,Roasted,6,None,None,None,A roasted big hearty radish. To take such a precious vegetable and put it to the fire is decadent in a way.,Big Hearty Radish,Big Hearty Radish
Roasted Bird Drumstick,Other Recipes,Roasted,1.5,None,None,None,"Raw bird drumstick that's been cooked to a crisp, skin and all. It's devoid of seasoning, but it has a simple, accessible taste. Restores more hearts than the raw variety.",Raw Bird Drumstick,Raw Bird Drumstick
Roasted Bird Thigh,Other Recipes,Roasted,2.25,None,None,None,"Prime meat that's been flame-seared to perfection. The outide is crispy, but the inside is juicy. Eat it to recover hearts.",Raw Bird Thigh,Raw Bird Thigh
Roasted Carp,Other Recipes,Roasted,1.5,None,None,None,"Roasting this freshwater carp helped to supress some of its stench, making it easier to stomach. You can really sink your teeth into the thick, meaty flesh.","Sanke Carp, Mighty Carp, Armored Carp",Sanke Carp
Roasted Carp,Other Recipes,Roasted,1.5,None,None,None,"Roasting this freshwater carp helped to supress some of its stench, making it easier to stomach. You can really sink your teeth into the thick, meaty flesh.","Sanke Carp, Mighty Carp, Armored Carp", Mighty Carp
Roasted Carp,Other Recipes,Roasted,1.5,None,None,None,"Roasting this freshwater carp helped to supress some of its stench, making it easier to stomach. You can really sink your teeth into the thick, meaty flesh.","Sanke Carp, Mighty Carp, Armored Carp", Armored Carp
Roasted Endura Carrot,Other Recipes,Roasted,3,Stamina,None,None,This flame-kissed endura carrot makes for a truly extravagant single-item dish. The fire really brought out its sweetness.,Endura Carrot,Endura Carrot
Roasted Hearty Bass,Other Recipes,Roasted,3,Health,None,None,An open flame has crisped the skin of this hearty bass to perfection. It's a sizable portion and contains just the right amount of fat to create an exceptionally tasty dish.,Hearty Bass,Hearty Bass
Roasted Hearty Durian,Other Recipes,Roasted,4.5,Health,None,None,"This hearty durian was roasted whole inside its hard shell. Unfortunately, roasting it did nothing to remove its distinct odor. Eat it to recover a lot of hearts.",Hearty Durian,Hearty Durian
Roasted Hearty Salmon,Other Recipes,Roasted,4.5,Health,None,None,Healthy fish meal,Hearty Salmon,Hearty Salmon
Roasted Hydromelon,Other Recipes,Roasted,0.75,None,None,None,This hydromelon was roasted whole for a very soft and flaky inner flesh with a rather intriguing flavor. Now this is your money melon!,Hydromelon,Hydromelon
Roasted Lotus Seeds,Other Recipes,Roasted,0.75,None,None,None,Flame-roasted fleet-lotus seeds. Peel the skin back to get to the soft and flaky center.,Fleet-Lotus Seeds,Fleet-Lotus Seeds
Roasted Mighty Bananas,Other Recipes,Roasted,0.75,None,None,None,"These mighty bananas have been roasted whole. Cooking them through has turned the fruit into a sticky, rich, aromatic syrup.",Mighty Bananas,Mighty Bananas
Roasted Mighty Thistle,Other Recipes,Roasted,0.5,None,None,None,"Lightly toasted mighty thistle. It has no special effects, but now that it's been grilled, the pointy ends go down smooth.",Mighty Thistle,Mighty Thistle
Roasted Porgy,Other Recipes,Roasted,1.5,None,None,None,"The soft and fluffy texture of this seafaring fish has been enhanced by roasting it over an open fire. The crisp, aromatic skin is particularly delicious.","Mighty Porgy, Armored Porgy",Mighty Porgy
Roasted Porgy,Other Recipes,Roasted,1.5,None,None,None,"The soft and fluffy texture of this seafaring fish has been enhanced by roasting it over an open fire. The crisp, aromatic skin is particularly delicious.","Mighty Porgy, Armored Porgy", Armored Porgy
Roasted Radish,Other Recipes,Roasted,3.75,None,None,None,"A roasted hearty radish. Fragrant and warm, it has no special effect but will restore hearts.",Hearty Radish,Hearty Radish
